Sample	CDS	five_prime_UTR	three_prime_UTR	Intergenic	intron	Noncoding exon
human	35293030.00(1.14%)	4533072.00(0.15%)	24827485.00(0.80%)	1808026205.00(58.40%)	1211395392.00(39.13%)	11618799.00(0.38%)
